N_Processo;Orgao;Situacao_Orgao;Modalidade;Objeto;Itens_Licitado;Valor_Total_Previsto;Valor_Total_Realizado;Quant_Licitada;N_Edital;Data_Publicação;Data_Abertura;CPF_CNPJ;Razao_Social
71/600.901/2018;AGRAER;Ativo;PREGÃO ELETRÔNICO;2ª REPETIÇÃO AQUISIÇÃO DE SEMENTES, FERTILIZANTES, INSETICIDAS E POLÍMEROS;"Polímero - Tipo: retentor de água; Composição: constituído por monômeros de carbono ligados por ponte de hidrogênio de fabricação natural ou sintética.";5471,3600000000000000;4799,0600000000000000;166,00000000;0001/2019;20190405;20190709;04423260000120;FBA - AGROPECUARIA LTDA - EPP
71/600.901/2018;AGRAER;Ativo;PREGÃO ELETRÔNICO;2ª REPETIÇÃO AQUISIÇÃO DE SEMENTES, FERTILIZANTES, INSETICIDAS E POLÍMEROS;"Inseticida - Tipo: cupinicida; Princípio Ativo: fipronil; Grupo químico: pirazol; Apresentação: granulado dispersível; Classe de ação: contato e ingestão; Requisito: contento no mínimo de 80% de principio ativo.";2580,0000000000000000;2580,0000000000000000;3,00000000;0001/2019;20190405;20190709;04423260000120;FBA - AGROPECUARIA LTDA - EPP
71/600.901/2018;AGRAER;Ativo;PREGÃO ELETRÔNICO;2ª REPETIÇÃO AQUISIÇÃO DE SEMENTES, FERTILIZANTES, INSETICIDAS E POLÍMEROS;Fertilizante - Tipo: orgânico de cama de frango de aviário.;20904,0000000000000000;20904,0000000000000000;800,00000000;0001/2019;20190405;20190709;04423260000120;FBA - AGROPECUARIA LTDA - EPP
71/600.901/2018;AGRAER;Ativo;PREGÃO ELETRÔNICO;2ª REPETIÇÃO AQUISIÇÃO DE SEMENTES, FERTILIZANTES, INSETICIDAS E POLÍMEROS;"Fertilizante - Tipo: químico mineral 04-20-20; Composição mínima: 0,5% de zinco, 0,1% de boro e 0,2% de Mn.";80549,7400000000000000;80549,7400000000000000;703,00000000;0001/2019;20190405;20190709;15571482000107;COOPERATIVA AGRICOLA DE CAMPO GRANDE
71/600.901/2018;AGRAER;Ativo;PREGÃO ELETRÔNICO;2ª REPETIÇÃO AQUISIÇÃO DE SEMENTES, FERTILIZANTES, INSETICIDAS E POLÍMEROS;"Polímero - Tipo: retentor de água; Composição: constituído por monômeros de carbono ligados por ponte de hidrogênio de fabricação natural ou sintética.";20369,2800000000000000;15993,8400000000000000;618,00000000;0001/2019;20190405;20190709;04423260000120;FBA - AGROPECUARIA LTDA - EPP
71/600.901/2018;AGRAER;Ativo;PREGÃO ELETRÔNICO;2ª REPETIÇÃO AQUISIÇÃO DE SEMENTES, FERTILIZANTES, INSETICIDAS E POLÍMEROS;"Inseticida - Tipo: cupinicida; Princípio Ativo: fipronil; Grupo químico: pirazol; Apresentação: granulado dispersível; Classe de ação: contato e ingestão; Requisito: contento no mínimo de 80% de principio ativo.";10320,0000000000000000;10320,0000000000000000;12,00000000;0001/2019;20190405;20190709;04423260000120;FBA - AGROPECUARIA LTDA - EPP
71/600.901/2018;AGRAER;Ativo;PREGÃO ELETRÔNICO;2ª REPETIÇÃO AQUISIÇÃO DE SEMENTES, FERTILIZANTES, INSETICIDAS E POLÍMEROS;"Semente - Tipo: crotalária juncea; Requisito: pureza mínima de 80% e germinação mínima de 85%.";25996,3000000000000000;25996,3000000000000000;55,00000000;0001/2019;20190405;20190709;04423260000120;FBA - AGROPECUARIA LTDA - EPP
71/600.901/2018;AGRAER;Ativo;PREGÃO ELETRÔNICO;2ª REPETIÇÃO AQUISIÇÃO DE SEMENTES, FERTILIZANTES, INSETICIDAS E POLÍMEROS;"Semente - Tipo: crotalária orchroleurca; Requisito: pureza mínima de 60% e germinação mínima de 85%.";17416,3000000000000000;17416,3000000000000000;55,00000000;0001/2019;20190405;20190709;04423260000120;FBA - AGROPECUARIA LTDA - EPP
71/600.901/2018;AGRAER;Ativo;PREGÃO ELETRÔNICO;2ª REPETIÇÃO AQUISIÇÃO DE SEMENTES, FERTILIZANTES, INSETICIDAS E POLÍMEROS;Fertilizante - Tipo: orgânico de cama de frango de aviário.;60752,2500000000000000;60752,2500000000000000;2325,00000000;0001/2019;20190405;20190709;15571482000107;COOPERATIVA AGRICOLA DE CAMPO GRANDE
71/600.901/2018;AGRAER;Ativo;PREGÃO ELETRÔNICO;2ª REPETIÇÃO AQUISIÇÃO DE SEMENTES, FERTILIZANTES, INSETICIDAS E POLÍMEROS;Fertilizante - Tipo: orgânico de cama de frango de aviário.;20250,7500000000000000;20250,7500000000000000;775,00000000;0001/2019;20190405;20190709;04423260000120;FBA - AGROPECUARIA LTDA - EPP
71/600.901/2018;AGRAER;Ativo;PREGÃO ELETRÔNICO;2ª REPETIÇÃO AQUISIÇÃO DE SEMENTES, FERTILIZANTES, INSETICIDAS E POLÍMEROS;"Semente - Tipo: crotalária juncea; Requisito: pureza mínima de 80% e germinação mínima de 85%.";3781,2800000000000000;3781,2800000000000000;8,00000000;0001/2019;20190405;20190709;04423260000120;FBA - AGROPECUARIA LTDA - EPP
71/600.901/2018;AGRAER;Ativo;PREGÃO ELETRÔNICO;2ª REPETIÇÃO AQUISIÇÃO DE SEMENTES, FERTILIZANTES, INSETICIDAS E POLÍMEROS;"Semente - Tipo: crotalária orchroleurca; Requisito: pureza mínima de 60% e germinação mínima de 85%.";2533,2800000000000000;2533,2800000000000000;8,00000000;0001/2019;20190405;20190709;04423260000120;FBA - AGROPECUARIA LTDA - EPP
71/600.901/2018;AGRAER;Ativo;PREGÃO ELETRÔNICO;2ª REPETIÇÃO AQUISIÇÃO DE SEMENTES, FERTILIZANTES, INSETICIDAS E POLÍMEROS;"Polímero - Tipo: retentor de água; Composição: constituído por monômeros de carbono ligados por ponte de hidrogênio de fabricação natural ou sintética.";2735,6800000000000000;1979,5500000000000000;83,00000000;0001/2019;20190405;20190709;04423260000120;FBA - AGROPECUARIA LTDA - EPP
71/600.901/2018;AGRAER;Ativo;PREGÃO ELETRÔNICO;2ª REPETIÇÃO AQUISIÇÃO DE SEMENTES, FERTILIZANTES, INSETICIDAS E POLÍMEROS;Fertilizante - Tipo: orgânico de cama de frango de aviário.;10452,0000000000000000;10452,0000000000000000;400,00000000;0001/2019;20190405;20190709;04423260000120;FBA - AGROPECUARIA LTDA - EPP
71/600.901/2018;AGRAER;Ativo;PREGÃO ELETRÔNICO;2ª REPETIÇÃO AQUISIÇÃO DE SEMENTES, FERTILIZANTES, INSETICIDAS E POLÍMEROS;"Semente - Tipo: guandu anão (cajanus cajan); Requisito: pureza mínima de 80% e germinação mínima de 85%.";4341,9000000000000000;4341,9000000000000000;15,00000000;0001/2019;20190405;20190709;46422275000114;EBRAPI AGRONEGÓCIOS LTDA
71/600.901/2018;AGRAER;Ativo;PREGÃO ELETRÔNICO;2ª REPETIÇÃO AQUISIÇÃO DE SEMENTES, FERTILIZANTES, INSETICIDAS E POLÍMEROS;"Semente - Tipo: guandu anão (cajanus cajan); Requisito: pureza mínima de 80% e germinação mínima de 85%.";4341,9000000000000000;4341,9000000000000000;15,00000000;0001/2019;20190405;20190709;46422275000114;EBRAPI AGRONEGÓCIOS LTDA
71/600.901/2018;AGRAER;Ativo;PREGÃO ELETRÔNICO;2ª REPETIÇÃO AQUISIÇÃO DE SEMENTES, FERTILIZANTES, INSETICIDAS E POLÍMEROS;"Fertilizante - Tipo: químico mineral 04-20-20; Composição mínima: 0,5% de zinco, 0,1% de boro e 0,2% de Mn.";29217,9000000000000000;29212,8000000000000000;255,00000000;0001/2019;20190405;20190709;18676583000130;NORTE PIONEIRO COMÉRCIO E SERVIÇOS LTDA - ME
71/600.901/2018;AGRAER;Ativo;PREGÃO ELETRÔNICO;2ª REPETIÇÃO AQUISIÇÃO DE SEMENTES, FERTILIZANTES, INSETICIDAS E POLÍMEROS;"Semente - Tipo: guandu anão (cajanus cajan); Requisito: pureza mínima de 80% e germinação mínima de 85%.";2315,6800000000000000;2315,6800000000000000;8,00000000;0001/2019;20190405;20190709;46422275000114;EBRAPI AGRONEGÓCIOS LTDA
71/600.901/2018;AGRAER;Ativo;PREGÃO ELETRÔNICO;2ª REPETIÇÃO AQUISIÇÃO DE SEMENTES, FERTILIZANTES, INSETICIDAS E POLÍMEROS;"Fertilizante - Tipo: químico mineral 04-20-20; Composição mínima: 0,5% de zinco, 0,1% de boro e 0,2% de Mn.";14551,6600000000000000;14550,3900000000000000;127,00000000;0001/2019;20190405;20190709;18676583000130;NORTE PIONEIRO COMÉRCIO E SERVIÇOS LTDA - ME
71/600.901/2018;AGRAER;Ativo;PREGÃO ELETRÔNICO;2ª REPETIÇÃO AQUISIÇÃO DE SEMENTES, FERTILIZANTES, INSETICIDAS E POLÍMEROS;"Semente - Tipo: guandu anão (cajanus cajan); Requisito: pureza mínima de 80% e germinação mínima de 85%.";4341,9000000000000000;4341,9000000000000000;15,00000000;0001/2019;20190405;20190709;46422275000114;EBRAPI AGRONEGÓCIOS LTDA
71/600.901/2018;AGRAER;Ativo;PREGÃO ELETRÔNICO;2ª REPETIÇÃO AQUISIÇÃO DE SEMENTES, FERTILIZANTES, INSETICIDAS E POLÍMEROS;"Fertilizante - Tipo: químico mineral 04-20-20; Composição mínima: 0,5% de zinco, 0,1% de boro e 0,2% de Mn.";29217,9000000000000000;29212,8000000000000000;255,00000000;0001/2019;20190405;20190709;18676583000130;NORTE PIONEIRO COMÉRCIO E SERVIÇOS LTDA - ME
71/600.901/2018;AGRAER;Ativo;PREGÃO ELETRÔNICO;2ª REPETIÇÃO AQUISIÇÃO DE SEMENTES, FERTILIZANTES, INSETICIDAS E POLÍMEROS;"Semente - Tipo: guandu anão (cajanus cajan); Requisito: pureza mínima de 80% e germinação mínima de 85%.";4341,9000000000000000;4341,9000000000000000;15,00000000;0001/2019;20190405;20190709;46422275000114;EBRAPI AGRONEGÓCIOS LTDA
71/600.901/2018;AGRAER;Ativo;PREGÃO ELETRÔNICO;2ª REPETIÇÃO AQUISIÇÃO DE SEMENTES, FERTILIZANTES, INSETICIDAS E POLÍMEROS;"Fertilizante - Tipo: químico mineral 04-20-20; Composição mínima: 0,5% de zinco, 0,1% de boro e 0,2% de Mn.";29217,9000000000000000;29212,8000000000000000;255,00000000;0001/2019;20190405;20190709;18676583000130;NORTE PIONEIRO COMÉRCIO E SERVIÇOS LTDA - ME
71/600.901/2018;AGRAER;Ativo;PREGÃO ELETRÔNICO;2ª REPETIÇÃO AQUISIÇÃO DE SEMENTES, FERTILIZANTES, INSETICIDAS E POLÍMEROS;"Semente - Tipo: guandu anão (cajanus cajan); Requisito: pureza mínima de 80% e germinação mínima de 85%.";2315,6800000000000000;2315,6800000000000000;8,00000000;0001/2019;20190405;20190709;46422275000114;EBRAPI AGRONEGÓCIOS LTDA
71/600.901/2018;AGRAER;Ativo;PREGÃO ELETRÔNICO;2ª REPETIÇÃO AQUISIÇÃO DE SEMENTES, FERTILIZANTES, INSETICIDAS E POLÍMEROS;"Fertilizante - Tipo: químico mineral 04-20-20; Composição mínima: 0,5% de zinco, 0,1% de boro e 0,2% de Mn.";14551,6600000000000000;14550,3900000000000000;127,00000000;0001/2019;20190405;20190709;18676583000130;NORTE PIONEIRO COMÉRCIO E SERVIÇOS LTDA - ME
71/600.901/2018;AGRAER;Ativo;PREGÃO ELETRÔNICO;2ª REPETIÇÃO AQUISIÇÃO DE SEMENTES, FERTILIZANTES, INSETICIDAS E POLÍMEROS;"Semente - Tipo: guandu anão (cajanus cajan); Requisito: pureza mínima de 80% e germinação mínima de 85%.";2315,6800000000000000;2315,6800000000000000;8,00000000;0001/2019;20190405;20190709;46422275000114;EBRAPI AGRONEGÓCIOS LTDA
71/600.901/2018;AGRAER;Ativo;PREGÃO ELETRÔNICO;2ª REPETIÇÃO AQUISIÇÃO DE SEMENTES, FERTILIZANTES, INSETICIDAS E POLÍMEROS;"Fertilizante - Tipo: químico mineral 04-20-20; Composição mínima: 0,5% de zinco, 0,1% de boro e 0,2% de Mn.";14551,6600000000000000;14550,3900000000000000;127,00000000;0001/2019;20190405;20190709;18676583000130;NORTE PIONEIRO COMÉRCIO E SERVIÇOS LTDA - ME
71/600.901/2018;AGRAER;Ativo;PREGÃO ELETRÔNICO;2ª REPETIÇÃO AQUISIÇÃO DE SEMENTES, FERTILIZANTES, INSETICIDAS E POLÍMEROS;"Semente - Tipo: guandu anão (cajanus cajan); Requisito: pureza mínima de 80% e germinação mínima de 85%.";4341,9000000000000000;4341,9000000000000000;15,00000000;0001/2019;20190405;20190709;46422275000114;EBRAPI AGRONEGÓCIOS LTDA
71/600.901/2018;AGRAER;Ativo;PREGÃO ELETRÔNICO;2ª REPETIÇÃO AQUISIÇÃO DE SEMENTES, FERTILIZANTES, INSETICIDAS E POLÍMEROS;"Fertilizante - Tipo: químico mineral 04-20-20; Composição mínima: 0,5% de zinco, 0,1% de boro e 0,2% de Mn.";29217,9000000000000000;29215,3500000000000000;255,00000000;0001/2019;20190405;20190709;18676583000130;NORTE PIONEIRO COMÉRCIO E SERVIÇOS LTDA - ME
71/600.901/2018;AGRAER;Ativo;PREGÃO ELETRÔNICO;2ª REPETIÇÃO AQUISIÇÃO DE SEMENTES, FERTILIZANTES, INSETICIDAS E POLÍMEROS;"Fertilizante - Tipo: químico; Composição: cloreto de potássio granulado, com garantia mínima de 60% de k20.";17532,8000000000000000;17532,8000000000000000;160,00000000;0001/2019;20190405;20190709;18676583000130;NORTE PIONEIRO COMÉRCIO E SERVIÇOS LTDA - ME
71/600.901/2018;AGRAER;Ativo;PREGÃO ELETRÔNICO;2ª REPETIÇÃO AQUISIÇÃO DE SEMENTES, FERTILIZANTES, INSETICIDAS E POLÍMEROS;"Fertilizante - Tipo: químico sulfato de amônio; Composição mínima: de 20% N amoniacal e 22% de S.";14360,0000000000000000;14360,0000000000000000;160,00000000;0001/2019;20190405;20190709;18676583000130;NORTE PIONEIRO COMÉRCIO E SERVIÇOS LTDA - ME
71/600.901/2018;AGRAER;Ativo;PREGÃO ELETRÔNICO;2ª REPETIÇÃO AQUISIÇÃO DE SEMENTES, FERTILIZANTES, INSETICIDAS E POLÍMEROS;"Herbicida - Tipo: líquido; Requisito: principio ativo Clethodim.";2413,5800000000000000;2413,5800000000000000;13,00000000;0001/2019;20190405;20190709;46422275000114;EBRAPI AGRONEGÓCIOS LTDA
71/600.901/2018;AGRAER;Ativo;PREGÃO ELETRÔNICO;2ª REPETIÇÃO AQUISIÇÃO DE SEMENTES, FERTILIZANTES, INSETICIDAS E POLÍMEROS;"Semente - Tipo: guandu anão (cajanus cajan); Requisito: pureza mínima de 80% e germinação mínima de 85%.";2315,6800000000000000;2315,6800000000000000;8,00000000;0001/2019;20190405;20190709;46422275000114;EBRAPI AGRONEGÓCIOS LTDA
71/600.901/2018;AGRAER;Ativo;PREGÃO ELETRÔNICO;2ª REPETIÇÃO AQUISIÇÃO DE SEMENTES, FERTILIZANTES, INSETICIDAS E POLÍMEROS;"Fertilizante - Tipo: químico mineral 04-20-20; Composição mínima: 0,5% de zinco, 0,1% de boro e 0,2% de Mn.";14551,6600000000000000;14549,1200000000000000;127,00000000;0001/2019;20190405;20190709;18676583000130;NORTE PIONEIRO COMÉRCIO E SERVIÇOS LTDA - ME
71/600.901/2018;AGRAER;Ativo;PREGÃO ELETRÔNICO;2ª REPETIÇÃO AQUISIÇÃO DE SEMENTES, FERTILIZANTES, INSETICIDAS E POLÍMEROS;"Inseticida - Tipo: cupinicida; Princípio Ativo: fipronil; Grupo químico: pirazol; Apresentação: granulado dispersível; Classe de ação: contato e ingestão; Requisito: contento no mínimo de 80% de principio ativo.";860,0000000000000000;860,0000000000000000;1,00000000;0001/2019;20190405;20190709;46422275000114;EBRAPI AGRONEGÓCIOS LTDA
71/600.901/2018;AGRAER;Ativo;PREGÃO ELETRÔNICO;2ª REPETIÇÃO AQUISIÇÃO DE SEMENTES, FERTILIZANTES, INSETICIDAS E POLÍMEROS;"Semente - Tipo: guandu anão (cajanus cajan); Requisito: pureza mínima de 80% e germinação mínima de 85%.";4341,9000000000000000;4341,9000000000000000;15,00000000;0001/2019;20190405;20190709;46422275000114;EBRAPI AGRONEGÓCIOS LTDA
71/600.901/2018;AGRAER;Ativo;PREGÃO ELETRÔNICO;2ª REPETIÇÃO AQUISIÇÃO DE SEMENTES, FERTILIZANTES, INSETICIDAS E POLÍMEROS;"Semente - Tipo: guandu anão (cajanus cajan); Requisito: pureza mínima de 80% e germinação mínima de 85%.";4341,9000000000000000;4341,9000000000000000;15,00000000;0001/2019;20190405;20190709;46422275000114;EBRAPI AGRONEGÓCIOS LTDA
71/600.901/2018;AGRAER;Ativo;PREGÃO ELETRÔNICO;2ª REPETIÇÃO AQUISIÇÃO DE SEMENTES, FERTILIZANTES, INSETICIDAS E POLÍMEROS;"Fertilizante - Tipo: químico mineral 04-20-20; Composição mínima: 0,5% de zinco, 0,1% de boro e 0,2% de Mn.";29217,9000000000000000;29212,8000000000000000;255,00000000;0001/2019;20190405;20190709;18676583000130;NORTE PIONEIRO COMÉRCIO E SERVIÇOS LTDA - ME
71/600.901/2018;AGRAER;Ativo;PREGÃO ELETRÔNICO;2ª REPETIÇÃO AQUISIÇÃO DE SEMENTES, FERTILIZANTES, INSETICIDAS E POLÍMEROS;"Semente - Tipo: guandu anão (cajanus cajan); Requisito: pureza mínima de 80% e germinação mínima de 85%.";2315,6800000000000000;2315,6800000000000000;8,00000000;0001/2019;20190405;20190709;46422275000114;EBRAPI AGRONEGÓCIOS LTDA
71/600.901/2018;AGRAER;Ativo;PREGÃO ELETRÔNICO;2ª REPETIÇÃO AQUISIÇÃO DE SEMENTES, FERTILIZANTES, INSETICIDAS E POLÍMEROS;"Fertilizante - Tipo: químico mineral 04-20-20; Composição mínima: 0,5% de zinco, 0,1% de boro e 0,2% de Mn.";14551,6600000000000000;14550,3900000000000000;127,00000000;0001/2019;20190405;20190709;18676583000130;NORTE PIONEIRO COMÉRCIO E SERVIÇOS LTDA - ME
71/600.901/2018;AGRAER;Ativo;PREGÃO ELETRÔNICO;2ª REPETIÇÃO AQUISIÇÃO DE SEMENTES, FERTILIZANTES, INSETICIDAS E POLÍMEROS;"Semente - Tipo: guandu anão (cajanus cajan); Requisito: pureza mínima de 80% e germinação mínima de 85%.";4341,9000000000000000;4341,9000000000000000;15,00000000;0001/2019;20190405;20190709;46422275000114;EBRAPI AGRONEGÓCIOS LTDA
71/600.901/2018;AGRAER;Ativo;PREGÃO ELETRÔNICO;2ª REPETIÇÃO AQUISIÇÃO DE SEMENTES, FERTILIZANTES, INSETICIDAS E POLÍMEROS;"Fertilizante - Tipo: químico mineral 04-20-20; Composição mínima: 0,5% de zinco, 0,1% de boro e 0,2% de Mn.";29217,9000000000000000;29212,8000000000000000;255,00000000;0001/2019;20190405;20190709;18676583000130;NORTE PIONEIRO COMÉRCIO E SERVIÇOS LTDA - ME
71/600.901/2018;AGRAER;Ativo;PREGÃO ELETRÔNICO;2ª REPETIÇÃO AQUISIÇÃO DE SEMENTES, FERTILIZANTES, INSETICIDAS E POLÍMEROS;"Semente - Tipo: guandu anão (cajanus cajan); Requisito: pureza mínima de 80% e germinação mínima de 85%.";4341,9000000000000000;4341,9000000000000000;15,00000000;0001/2019;20190405;20190709;46422275000114;EBRAPI AGRONEGÓCIOS LTDA
71/600.901/2018;AGRAER;Ativo;PREGÃO ELETRÔNICO;2ª REPETIÇÃO AQUISIÇÃO DE SEMENTES, FERTILIZANTES, INSETICIDAS E POLÍMEROS;"Fertilizante - Tipo: químico mineral 04-20-20; Composição mínima: 0,5% de zinco, 0,1% de boro e 0,2% de Mn.";29217,9000000000000000;29212,8000000000000000;255,00000000;0001/2019;20190405;20190709;18676583000130;NORTE PIONEIRO COMÉRCIO E SERVIÇOS LTDA - ME
71/600.901/2018;AGRAER;Ativo;PREGÃO ELETRÔNICO;2ª REPETIÇÃO AQUISIÇÃO DE SEMENTES, FERTILIZANTES, INSETICIDAS E POLÍMEROS;"Semente - Tipo: guandu anão (cajanus cajan); Requisito: pureza mínima de 80% e germinação mínima de 85%.";2315,6800000000000000;2315,6800000000000000;8,00000000;0001/2019;20190405;20190709;46422275000114;EBRAPI AGRONEGÓCIOS LTDA
71/600.901/2018;AGRAER;Ativo;PREGÃO ELETRÔNICO;2ª REPETIÇÃO AQUISIÇÃO DE SEMENTES, FERTILIZANTES, INSETICIDAS E POLÍMEROS;"Fertilizante - Tipo: químico mineral 04-20-20; Composição mínima: 0,5% de zinco, 0,1% de boro e 0,2% de Mn.";14551,6600000000000000;14550,3900000000000000;127,00000000;0001/2019;20190405;20190709;18676583000130;NORTE PIONEIRO COMÉRCIO E SERVIÇOS LTDA - ME
71/600.901/2018;AGRAER;Ativo;PREGÃO ELETRÔNICO;2ª REPETIÇÃO AQUISIÇÃO DE SEMENTES, FERTILIZANTES, INSETICIDAS E POLÍMEROS;"Semente - Tipo: guandu anão (cajanus cajan); Requisito: pureza mínima de 80% e germinação mínima de 85%.";2315,6800000000000000;2315,6800000000000000;8,00000000;0001/2019;20190405;20190709;46422275000114;EBRAPI AGRONEGÓCIOS LTDA
71/600.901/2018;AGRAER;Ativo;PREGÃO ELETRÔNICO;2ª REPETIÇÃO AQUISIÇÃO DE SEMENTES, FERTILIZANTES, INSETICIDAS E POLÍMEROS;"Fertilizante - Tipo: químico mineral 04-20-20; Composição mínima: 0,5% de zinco, 0,1% de boro e 0,2% de Mn.";14551,6600000000000000;14550,3900000000000000;127,00000000;0001/2019;20190405;20190709;18676583000130;NORTE PIONEIRO COMÉRCIO E SERVIÇOS LTDA - ME
71/600.901/2018;AGRAER;Ativo;PREGÃO ELETRÔNICO;2ª REPETIÇÃO AQUISIÇÃO DE SEMENTES, FERTILIZANTES, INSETICIDAS E POLÍMEROS;"Semente - Tipo: guandu anão (cajanus cajan); Requisito: pureza mínima de 80% e germinação mínima de 85%.";4341,9000000000000000;4341,9000000000000000;15,00000000;0001/2019;20190405;20190709;46422275000114;EBRAPI AGRONEGÓCIOS LTDA
71/600.901/2018;AGRAER;Ativo;PREGÃO ELETRÔNICO;2ª REPETIÇÃO AQUISIÇÃO DE SEMENTES, FERTILIZANTES, INSETICIDAS E POLÍMEROS;"Fertilizante - Tipo: químico mineral 04-20-20; Composição mínima: 0,5% de zinco, 0,1% de boro e 0,2% de Mn.";29217,9000000000000000;29215,3500000000000000;255,00000000;0001/2019;20190405;20190709;18676583000130;NORTE PIONEIRO COMÉRCIO E SERVIÇOS LTDA - ME
71/600.901/2018;AGRAER;Ativo;PREGÃO ELETRÔNICO;2ª REPETIÇÃO AQUISIÇÃO DE SEMENTES, FERTILIZANTES, INSETICIDAS E POLÍMEROS;"Fertilizante - Tipo: químico mineral 04-20-20; Composição mínima: 0,5% de zinco, 0,1% de boro e 0,2% de Mn.";26811,7200000000000000;26809,3800000000000000;234,00000000;0001/2019;20190405;20190709;18676583000130;NORTE PIONEIRO COMÉRCIO E SERVIÇOS LTDA - ME
71/600.901/2018;AGRAER;Ativo;PREGÃO ELETRÔNICO;2ª REPETIÇÃO AQUISIÇÃO DE SEMENTES, FERTILIZANTES, INSETICIDAS E POLÍMEROS;"Fertilizante - Tipo: químico; Composição: cloreto de potássio granulado, com garantia mínima de 60% de k20.";17532,8000000000000000;17532,8000000000000000;160,00000000;0001/2019;20190405;20190709;18676583000130;NORTE PIONEIRO COMÉRCIO E SERVIÇOS LTDA - ME
71/600.901/2018;AGRAER;Ativo;PREGÃO ELETRÔNICO;2ª REPETIÇÃO AQUISIÇÃO DE SEMENTES, FERTILIZANTES, INSETICIDAS E POLÍMEROS;"Fertilizante - Tipo: químico sulfato de amônio; Composição mínima: de 20% N amoniacal e 22% de S.";14360,0000000000000000;14360,0000000000000000;160,00000000;0001/2019;20190405;20190709;18676583000130;NORTE PIONEIRO COMÉRCIO E SERVIÇOS LTDA - ME
71/600.901/2018;AGRAER;Ativo;PREGÃO ELETRÔNICO;2ª REPETIÇÃO AQUISIÇÃO DE SEMENTES, FERTILIZANTES, INSETICIDAS E POLÍMEROS;"Herbicida - Tipo: líquido; Requisito: principio ativo Clethodim.";2413,5800000000000000;2413,5800000000000000;13,00000000;0001/2019;20190405;20190709;46422275000114;EBRAPI AGRONEGÓCIOS LTDA
71/600.901/2018;AGRAER;Ativo;PREGÃO ELETRÔNICO;2ª REPETIÇÃO AQUISIÇÃO DE SEMENTES, FERTILIZANTES, INSETICIDAS E POLÍMEROS;"Semente - Tipo: guandu anão (cajanus cajan); Requisito: pureza mínima de 80% e germinação mínima de 85%.";2315,6800000000000000;2315,6800000000000000;8,00000000;0001/2019;20190405;20190709;46422275000114;EBRAPI AGRONEGÓCIOS LTDA
71/600.901/2018;AGRAER;Ativo;PREGÃO ELETRÔNICO;2ª REPETIÇÃO AQUISIÇÃO DE SEMENTES, FERTILIZANTES, INSETICIDAS E POLÍMEROS;"Fertilizante - Tipo: químico mineral 04-20-20; Composição mínima: 0,5% de zinco, 0,1% de boro e 0,2% de Mn.";14551,6600000000000000;14549,1200000000000000;127,00000000;0001/2019;20190405;20190709;18676583000130;NORTE PIONEIRO COMÉRCIO E SERVIÇOS LTDA - ME
71/600.901/2018;AGRAER;Ativo;PREGÃO ELETRÔNICO;2ª REPETIÇÃO AQUISIÇÃO DE SEMENTES, FERTILIZANTES, INSETICIDAS E POLÍMEROS;"Inseticida - Tipo: cupinicida; Princípio Ativo: fipronil; Grupo químico: pirazol; Apresentação: granulado dispersível; Classe de ação: contato e ingestão; Requisito: contento no mínimo de 80% de principio ativo.";860,0000000000000000;860,0000000000000000;1,00000000;0001/2019;20190405;20190709;46422275000114;EBRAPI AGRONEGÓCIOS LTDA
29/000.727/2019;SED;Ativo;PREGÃO ELETRÔNICO;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM TRANSPORTE ESCOLAR RURAL, PARA ALUNOS DA ZONA RURAL, DA REE, DISTRITO DE PONTINHA DO COCHO, MUNICÍPIO DE CAMAPUÂ/MS (LINHAS: CONQUISTA E GALDINO).;Locação de veículo para transporte escolar;322465,0000000000000000;322465,0000000000000000;11,00000000;0003/2019;20190404;20190416;08394430000147;TRANSPICCOLI TRANSPORTES LTDA
29/000.727/2019;SED;Ativo;PREGÃO ELETRÔNICO;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM TRANSPORTE ESCOLAR RURAL, PARA ALUNOS DA ZONA RURAL, DA REE, DISTRITO DE PONTINHA DO COCHO, MUNICÍPIO DE CAMAPUÂ/MS (LINHAS: CONQUISTA E GALDINO).;Locação de veículo para transporte escolar;435801,6300000000000000;410300,0000000000000000;11,00000000;0003/2019;20190404;20190416;08394430000147;TRANSPICCOLI TRANSPORTES LTDA
29/000.727/2019;SED;Ativo;PREGÃO ELETRÔNICO;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM TRANSPORTE ESCOLAR RURAL, PARA ALUNOS DA ZONA RURAL, DA REE, DISTRITO DE PONTINHA DO COCHO, MUNICÍPIO DE CAMAPUÂ/MS (LINHAS: CONQUISTA E GALDINO).;Locação de veículo para transporte escolar;322465,0000000000000000;322465,0000000000000000;11,00000000;0003/2019;20190404;20190416;08394430000147;TRANSPICCOLI TRANSPORTES LTDA
29/000.727/2019;SED;Ativo;PREGÃO ELETRÔNICO;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM TRANSPORTE ESCOLAR RURAL, PARA ALUNOS DA ZONA RURAL, DA REE, DISTRITO DE PONTINHA DO COCHO, MUNICÍPIO DE CAMAPUÂ/MS (LINHAS: CONQUISTA E GALDINO).;Locação de veículo para transporte escolar;435801,6300000000000000;410300,0000000000000000;11,00000000;0003/2019;20190404;20190416;08394430000147;TRANSPICCOLI TRANSPORTES LTDA
